"","start_station_name","casual","member","lat","lng","member_greater"
"712","St Louis Ave & Norman Bobbins Ave",30,NA,41.79,-87.71,NA
"713","St. Clair St & Erie St",11017,18989,41.8943104466741,-87.6227671524086,"green"
"714","St. Louis Ave & Balmoral Ave",446,505,41.9803715729457,-87.7161212940624,"green"
"715","St. Louis Ave & Fullerton Ave",1606,1505,41.9248298409758,-87.714495878917,"red"
"716","State St & 123rd St",258,14,41.6706654997914,-87.6227338381756,"red"
"717","State St & 19th St",1625,1661,41.8565851260586,-87.627545941505,"green"
"718","State St & 29th St",385,462,41.8417095264896,-87.6269444420228,"green"
"719","State St & 33rd St",1526,8623,41.8347350849797,-87.6258121419214,"green"
"720","State St & 35th St",1107,3053,41.8310431786837,-87.6268273065255,"green"
"721","State St & 54th St",171,80,41.796628940239,-87.6259237788845,"red"
"722","State St & 76th St",38,14,41.757013474359,-87.6246081474359,"red"
"723","State St & 79th St",321,134,41.7507893464747,-87.6244397415407,"red"
"724","State St & 95th St",549,157,41.7217070816808,-87.6228295414599,"red"
"725","State St & Chicago Ave",73,361,41.8966472877513,-87.6286041269555,"green"
"726","State St & Harrison St",5020,4266,41.874037891684,-87.6277034539052,"red"
"727","State St & Kinzie St",10114,11432,41.8891973809351,-87.6277506827941,"green"
"728","State St & Pearson St",5404,7359,41.89745043169,-87.6287289223592,"green"
"729","State St & Pershing Rd",120,192,41.8230248295819,-87.6265734651725,"green"
"730","State St & Randolph St",9930,10645,41.8846458320335,-87.6278775144998,"green"
"731","State St & Van Buren St",3947,5170,41.8771546274184,-87.6278714228134,"green"
"732","Stave St & Armitage Ave",2454,2749,41.9177365622949,-87.6914268302063,"green"
"733","Stetson Ave & South Water St",6202,7381,41.8867258406175,-87.6222472081283,"green"
"734","Stewart Ave & 63rd St",145,54,41.7798443964858,-87.6347717897186,"red"
"735","Stewart Ave & 83rd St",192,27,41.7437153150685,-87.6340908340944,"red"
"736","Stockton Dr & Wrightwood Ave",8952,9786,41.9313173736351,-87.6387329153692,"green"
"737","Stony Island Ave & 64th St",397,160,41.7788782811418,-87.5866543009072,"red"
"738","Stony Island Ave & 67th St",338,94,41.773456490599,-87.5853363184083,"red"
"739","Stony Island Ave & 71st St",383,87,41.7664928198327,-87.5864699839869,"red"
"740","Stony Island Ave & 75th St",246,194,41.7586689841474,-87.5868991152833,"red"
"741","Stony Island Ave & 82nd St",164,121,41.7465556111111,-87.5859939438596,"red"
"742","Stony Island Ave & 90th St",152,74,41.7313973006486,-87.5857695766312,"red"
"743","Stony Island Ave & South Chicago Ave",152,51,41.7511676034483,-87.5853368390805,"red"
"744","Streeter Dr & Grand Ave",66510,16444,41.8922737252684,-87.6120495388607,"red"
"745","Summit Ave & 86th St",105,25,41.737848468661,-87.6448865305274,"red"
"746","Talman Ave & Addison St",1241,1874,41.9466370549549,-87.6946319517393,"green"
"747","Theater on the Lake",21302,15466,41.9262720233208,-87.6308563140482,"red"
"748","Throop St & 52nd St",74,14,41.799664386803,-87.6571941806553,"red"
"749","Throop St & Taylor St",1623,5797,41.8689259551938,-87.6591278084966,"green"
"750","Throop/Hastings Mobile Station",NA,2,41.8515584465,-87.6591342095,NA
"751","Torrence Ave & 106th St",87,9,41.7028484989913,-87.559849208356,"red"
"752","Torrence Ave & 126th Pl",74,7,41.6662849417564,-87.5571964403528,"red"
"753","Tripp Ave & 15th St",34,7,41.86,-87.73,"red"
"754","Tripp Ave & 31st St",105,7,41.84,-87.73,"red"
"755","Tripp Ave & 65th St",28,4,41.77,-87.73,"red"
"756","Troy St & Elston Ave",1093,1337,41.9452373019042,-87.7066461035464,"green"
"757","Troy St & Grace St",44,49,41.95,-87.71,"green"
"758","Troy St & North Ave",1858,1412,41.9097904296605,-87.7053049149683,"red"
"759","Union Ave & Root St",245,329,41.8191214819321,-87.6432786749384,"green"
"760","University Ave & 57th St",4297,14367,41.7914798593685,-87.5998790408226,"green"
"761","University Library (NU)",1345,1789,42.0529370850592,-87.6734152646204,"green"
"762","Valli Produce - Evanston Plaza",578,564,42.039719980561,-87.6994235684431,"red"
"763","Vernon Ave & 107th St",128,3,41.7001749330719,-87.6123026382754,"red"
"764","Vernon Ave & 75th St",175,35,41.7583573666667,-87.6141452301587,"red"
"765","Vernon Ave & 79th St",189,54,41.7509557565158,-87.6137941042524,"red"
"766","Vincennes Ave & 104th St",108,57,41.7049468947509,-87.6570082415508,"red"
"767","Vincennes Ave & 75th St",106,31,41.7579605778589,-87.6312038296837,"red"
"768","Virginia Ave & Catalpa Ave",11,38,41.98,-87.7038775510204,"green"
"769","W 103rd St & S Avers Ave",82,18,41.71,-87.72,"red"
"770","W Armitage Ave & N Sheffield Ave",517,607,41.92,-87.65,"green"
"771","W Oakdale Ave & N Broadway",1177,924,41.94,-87.64,"red"
"772","W Washington Blvd & N Peoria St",102,125,41.88,-87.65,"green"
"773","Wabash Ave & 16th St",3321,6432,41.8603806748157,-87.6258122661916,"green"
"774","Wabash Ave & 83rd St",56,19,41.74332170792,-87.6228344186711,"red"
"775","Wabash Ave & 87th St",296,71,41.7366316303361,-87.6226347297911,"red"
"776","Wabash Ave & 9th St",8340,9635,41.8707334280837,-87.6257371249905,"green"
"777","Wabash Ave & Adams St",5508,5647,41.8794840761417,-87.6257079211079,"green"
"778","Wabash Ave & Cermak Rd",2136,1667,41.8526159619881,-87.6265072443962,"red"
"779","Wabash Ave & Grand Ave",16194,17020,41.8914393938224,-87.6267481271454,"green"
"780","Wabash Ave & Roosevelt Rd",9978,13654,41.8672114261449,-87.6259676602574,"green"
"781","Wabash Ave & Wacker Pl",10488,6209,41.8868850612725,-87.6260617365607,"red"
"782","Wacker Dr & Washington St",3016,6128,41.8831712668124,-87.6370058033214,"green"
"783","Walden Pkwy & 100th St",272,48,41.7122046930013,-87.6677214531212,"red"
"784","Wallace St & 35th St",713,1957,41.8312227136488,-87.6412705204401,"green"
"785","Walsh Park",3650,4972,41.9145945995606,-87.6679641230701,"green"
"786","Warren Park East",502,596,42.0045576341087,-87.6806466279547,"green"
"787","Warren Park West",803,450,42.0017877513315,-87.6888262085483,"red"
"788","Washtenaw Ave & Lawrence Ave",1178,2158,41.9688682113578,-87.6960921438238,"green"
"789","Washtenaw Ave & Madison St",3,1,41.88,-87.69,"red"
"790","Washtenaw Ave & Ogden Ave",558,674,41.8619229801108,-87.6934758646483,"green"
"791","Washtenaw Ave & Peterson Ave",17,3,41.99,-87.7,"red"
"792","Washtenaw Ave & Polk St",6,3,41.87,-87.69,"red"
"793","Wells St & 19th St",1562,1227,41.8567978721403,-87.6338730783793,"red"
"794","Wells St & Concord Ln",19926,24043,41.9121036175818,-87.6347074054812,"green"
"795","Wells St & Elm St",16695,21200,41.9031852818603,-87.6343940136844,"green"
"796","Wells St & Evergreen Ave",13189,13775,41.9067156170593,-87.6349069245832,"green"
"797","Wells St & Hubbard St",9751,15546,41.8899346050712,-87.6342665218271,"green"
"798","Wells St & Huron St",12230,19195,41.8947526149282,-87.634384047368,"green"
"799","Wells St & Polk St",5762,7673,41.8725577196332,-87.6335700464156,"green"
"800","Wells St & Walton St",3970,6004,41.8999412236638,-87.634435009147,"green"
"801","Wentworth Ave & 104th St",91,31,41.7053370084556,-87.6290194337982,"red"
"802","Wentworth Ave & 24th St (Temp)",1072,965,41.8500783593403,-87.6321442814545,"red"
"803","Wentworth Ave & 33rd St",900,1954,41.8345302223151,-87.6318269232818,"green"
"804","Wentworth Ave & 35th St",874,990,41.8307851750084,-87.6325025459215,"green"
"805","Wentworth Ave & 63rd St",299,147,41.7800765891479,-87.6297767451818,"red"
"806","Wentworth Ave & Cermak Rd",5660,3740,41.8530989485981,-87.6319141779645,"red"
"807","WEST CHI-WATSON",83,5,41.8947433276515,-87.7308749583333,"red"
"808","Western & 28th - Velasquez Institute Vaccination Site",74,90,41.8415213959588,-87.6851374662876,"green"
"809","Western Ave & 104th St",204,50,41.7046086461716,-87.6811495526236,"red"
"810","Western Ave & 111th St",256,41,41.6912093075177,-87.6813020398153,"red"
"811","Western Ave & 21st St",757,1311,41.8540911159125,-87.6858471134781,"green"
"812","Western Ave & 24th St",400,608,41.8484746255602,-87.6851267500145,"green"
"813","Western Ave & 62nd St",19,16,41.78,-87.68,"red"
"814","Western Ave & Ardmore Ave",13,11,41.99,-87.69,"red"
"815","Western Ave & Congress Pkwy",1069,2279,41.874701821892,-87.686409464753,"green"
"816","Western Ave & Division St",2924,3122,41.9028986635271,-87.6873191030884,"green"
"817","Western Ave & Fillmore St",1101,4214,41.8685978612349,-87.6862500387439,"green"
"818","Western Ave & Grace St",16,48,41.95,-87.69,"green"
"819","Western Ave & Granville Ave",732,689,41.9941707165776,-87.6894460988717,"red"
"820","Western Ave & Gunnison St",40,68,41.97,-87.69,"green"
"821","Western Ave & Howard St",479,444,42.018919712156,-87.6900424044532,"red"
"822","Western Ave & Lake St",10,1,41.88,-87.69,"red"
"823","Western Ave & Leland Ave",2549,4274,41.9664221111672,-87.6886762650338,"green"
"824","Western Ave & Lunt Ave",512,1009,42.0086019442989,-87.6904679563073,"green"
"825","Western Ave & Monroe St",890,1545,41.8797971863741,-87.686085947047,"green"
"826","Western Ave & Roscoe St",1162,1578,41.9430384736891,-87.6872915823318,"green"
"827","Western Ave & Walton St",3617,4249,41.8984230780925,-87.6865932069131,"green"
"828","Western Ave & Winnebago Ave",4649,5510,41.9155447136146,-87.6870304698439,"green"
"829","Western Blvd & 48th Pl",302,105,41.8056708740409,-87.6833767310565,"red"
"830","Whipple St & Irving Park Rd",NA,1,41.95,-87.7,NA
"831","Whipple St & Roosevelt Rd",3,2,41.87,-87.7,"red"
"832","Whipple/Irving Park",25,16,41.95,-87.7,"red"
"833","Wilton Ave & Belmont Ave",13041,15236,41.9401605103943,-87.6530285239663,"green"
"834","Wilton Ave & Diversey Pkwy",8675,11505,41.9324214663892,-87.6527097752364,"green"
"835","Wilton Ave & Diversey Pkwy - Charging",1,NA,41.932303429,-87.652688146,NA
"836","Winchester (Ravenswood) Ave & Balmoral Ave",740,1242,41.9797651401398,-87.6775464395616,"green"
"837","Winchester Ave & Elston Ave",1679,2129,41.9240891510873,-87.6764605825741,"green"
"838","Winthrop Ave & Lawrence Ave",2999,3940,41.9688276946212,-87.6576455858538,"green"
"839","Wolcott (Ravenswood) Ave & Montrose Ave",1821,3497,41.961417212628,-87.6761989957343,"green"
"840","Wolcott Ave & Fargo Ave",293,223,42.0169581278359,-87.677731510363,"red"
"841","Wolcott Ave & Polk St",1619,8685,41.8712748957393,-87.6736925479254,"green"
"842","Wood St & 35th St",388,390,41.8301164941287,-87.6703070803801,"green"
"843","Wood St & Augusta Blvd",2375,3757,41.8991768683564,-87.6721954067913,"green"
"844","Wood St & Chicago Ave",2895,4706,41.8956314860407,-87.6720923693198,"green"
"845","Wood St & Hubbard St",1839,2862,41.8898898198777,-87.6714887735863,"green"
"846","Wood St & Milwaukee Ave",7750,9139,41.9076440870596,-87.672538263315,"green"
"847","Wood St & Taylor St (Temp)",1096,6189,41.8693141168314,-87.6737507175144,"green"
"848","Woodlawn & 103rd - Olive Harvey Vaccination Site",37,15,41.71,-87.59,"red"
"849","Woodlawn Ave & 55th St",2770,5273,41.7952719197261,-87.5964695827634,"green"
"850","Woodlawn Ave & 75th St",51,15,41.7591759545455,-87.5957579848485,"red"
"851","Woodlawn Ave & Lake Park Ave",891,953,41.8140890044951,-87.59701042542,"green"
"852","Yates Blvd & 75th St",169,44,41.7587584045383,-87.5664371079812,"red"
"853","Yates Blvd & 93rd St",94,55,41.7261576109294,-87.5663399220087,"red"
